image1,image2,label
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0009SFB02/B0009SFB02_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B000078QUR/B000078QUR_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0001MJG02/B0001MJG02_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0006G460S/B0006G460S_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B005G5/B005XE1ZY8_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B019MZ/B019MZ9J0U_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B000AEVRBC/B000AEVRBC_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/6342501416/6342501416_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Brush/B0191H/B0191JMIO6_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Brush/B00QP7/B00QPYP4I8_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B00024QZJE/B00024QZJE_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B00015/B00024QZJE_9.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/512019/5120192157_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B0009OSBQW/B0009OSBQW_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B00016QPCU/B00016QPCU_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B0001YS1OW/B0001YS1OW_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B00TLV/B00TLV2H3C_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B01E1S/B01E4U4Q4M_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B00LUI/B00LUIUSRG_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B01EJE/B01ENTYD92_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shoes/B0007T4HU8/B0007T4HU8_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shoes/B0002M05PQ/B0002M05PQ_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0009PS580/B0009PS580_11.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B000B9ODE4/B000B9ODE4_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B01DND/B01DPE4PZS_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00IAZ/B00IAZSG5S_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B0006M4L3O/B0006M4L3O_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B000B91O5K/B000B91O5K_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0002O/B00067TZ26_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0006OGTO6/B0006OGTO6_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/194085797X/194085797X_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/B0002T6BX4/B0002T6BX4_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B01FSI/B01FSI959K_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B00JFS/B00JJIK8XS_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B00GJL/B00GMXWKXY_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B01ABU/B01AFKSF42_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B01EB3/B01F1MP69Q_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B00NJ6/B00O3097YI_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/B000AXBKW4/B000AXBKW4_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/B0006V6KAC/B0006V6KAC_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B00020O32Y/B00020O32Y_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B000B7QW6I/B000B7QW6I_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B014LE/B014LEON9Y_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B00N2DP6XS/B00N2DP6XS_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00E7G/B00E9CAHOE_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00IAZ/B00IAZSG5S_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0006O/B0006OL6I0_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0009NKFV2/B0009NKFV2_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B01FXF/B01FXUBL54_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B0007W6TW4/B0007W6TW4_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B000B6QG4W/B000B6QG4W_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B000A6ZENW/B000A6ZENW_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0001F31K0/B0001F31K0_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0008FUCSW/B0008FUCSW_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B00067/B00067SAL8_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B0009GCOKY/B0009GCOKY_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B00007AU5O/B00007AU5O_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/024444448X/024444448X_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000B57Z2A/B000B57Z2A_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000ARWKMY/B000ARWKMY_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000B59X4S/B000B59X4S_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000AMJ4OQ/B000AMJ4OQ_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses_sorted/B00CF3CGSY/B00CF3CGSY_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses_sorted/B017LOO170/B017LOO170_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shaver/B01EKY/B01ENL20AE_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shaver/B000PK/B0013EMEGK_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shoes/B000C1/B000C1U9US_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shoes/B0002Y75CA/B0002Y75CA_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B01GHP/B01GHPIHJ2_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B01DW1/B01E7LQIL2_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Dresses/B019FC/B019L9JL8W_7.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Dresses/B011768GWY/B011768GWY_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/B0006UFS92/B0006UFS92_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/B0006V6KAC/B0006V6KAC_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B000E0/B000E0FQBO_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/6342509018/6342509018_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B0009OORWE/B0009OORWE_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B0009G4T9S/B0009G4T9S_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/819809055X/819809055X_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/820105/8201057988_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B003ZK/B0047TKH1W_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B01DU3/B01DYUA38Q_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B0002HDH10/B0002HDH10_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B000AA2FEO/B000AA2FEO_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Belts/B01EKBU1SK/B01EKBU1SK_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Belts/B0006FQYRC/B0006FQYRC_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B013GX/B013GX0LT2_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B00QHX/B00QHX7NT0_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B00012PK6G/B00012PK6G_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B0009YFCZ0/B0009YFCZ0_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses_sorted/B00EXKUE7C/B00EXKUE7C_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses_sorted/B01CGEZ606/B01CGEZ606_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0007YT50K/B0007YT50K_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B00023JPJ2/B00023JPJ2_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B01FA0/B01FF37HYS_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B016FL/B016HQ5SX4_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0000Y/B0000YUR7W_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B00099CUHI/B00099CUHI_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Toothbrush/B01G70/B01GFW28A6_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Toothbrush/B01DVZ/B01DXNBI8I_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/8198936181/8198936181_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B00097A6JO/B00097A6JO_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Mirror/B01600/B016006CKU_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Mirror/B013LI/B013LIJ0YE_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000B5HETE/B000B5HETE_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B00063VS5W/B00063VS5W_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B00KMTCEV2/B00KMTCEV2_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B00GTSXLWQ/B00GTSXLWQ_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B00XU0/B00XUY9OKA_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B00UJV/B00UJVXEXU_5.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B000B85LQE/B000B85LQE_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0007WDCJ2/B0007WDCJ2_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B0000CC55L/B0000CC55L_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B0007YR3UE/B0007YR3UE_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0002MGB9K/B0002MGB9K_8.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0002DG892/B0002DG892_7.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Skincare/B01C73/B01CH76SO0_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Skincare/B017J1/B017STUIG6_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/8201057988/8201057988_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/8201057988/8201057988_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B0009Q/B0009Q4C4K_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000B5GTTA/B000B5GTTA_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/819807/819809055X_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Suits/B000BN/B000CCQFV4_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Brush/B01A6F/B01A6FY432_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Brush/B00M1H/B00M1HOOQG_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Toothbrush/B006LB/B0079RLVF0_5.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Toothbrush/B01DVZ/B01DVZBQAI_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B00RG8/B00RSMHV3M_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B014VH/B015N6GYR8_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0009GH012/B0009GH012_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B00069/B00069DLG0_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B000B8N31O/B000B8N31O_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B000A6/B000AC45I6_8.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B000A775YM/B000A775YM_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0001FUJLO/B0001FUJLO_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/underwear/B00008/B0000ZE79U_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/underwear/B00066PDMS/B00066PDMS_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B0006NMVH6/B0006NMVH6_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B000A6TN66/B000A6TN66_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B01GCT/B01GCTRJUG_6.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B00083DFXS/B00083DFXS_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B00TI9/B00TKP0D1C_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B018UU/B0191BI0S2_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B00V9S/B00V9SVAQ0_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B00GXS/B00GXSOWOS_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Dresses/B01A0AVQ8O/B01A0AVQ8O_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Dresses/B0097L4ZPE/B0097L4ZPE_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/B0009MWXBS/B0009MWXBS_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Blouses/819815/8198157220_5.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B00UYC/B00UYC1T2M_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Palette/B00NZD/B00OLYWHLG_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0009G3MZ0/B0009G3MZ0_7.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0009GGVTE/B0009GGVTE_14.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B00LCAWRPI/B00LCAWRPI_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Glasses/B009QU9NBM/B009QU9NBM_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B0168S/B0168SXRR0_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B00NJE/B00NJEXUHE_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B01C41/B01C4158XG_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Bags/B01F6Z/B01F71QDIE_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B0007W7GS0/B0007W7GS0_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jewelry/B00023JQIM/B00023JQIM_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B000BS/B000BS06ZK_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B000BS/B000BSB8UM_5.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shaver/B01262/B01262L0X0_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shaver/B01GNJ/B01GNJR3AQ_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Pants/B0008F6LTQ/B0008F6LTQ_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Pants/B00XBY/B00XJEUE14_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/B000A0/B000A6U4N2_8.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/B0002T6ANU/B0002T6ANU_15.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B000B6TE96/B000B6TE96_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Scarves/B0009OTUJE/B0009OTUJE_5.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0001S/B0001SLOUG_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Shorts/B0001MJG1Q/B0001MJG1Q_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B0007XOS7Q/B0007XOS7Q_6.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Accessories/B000095SGV/B000095SGV_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B0009VC6Y8/B0009VC6Y8_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B0009XH6F0/B0009XH6F0_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Wallets/B00X27/B00X27IN4S_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Wallets/B000140BN6/B000140BN6_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0008FUCSW/B0008FUCSW_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Backpacks/B0001EML8E/B0001EML8E_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sweaters/B0000E014L/B0000E014L_4.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sweaters/B011E4/B011E42DHS_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B013OC/B013VNVFMO_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Case/B01EXY/B01F1KISYI_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B00022AM0E/B00022AM0E_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B0006GN9MO/B0006GN9MO_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B000BC2GOU/B000BC2GOU_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Watches/B000AZ3DUY/B000AZ3DUY_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B0008JGQSS/B0008JGQSS_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Umbrellas/B00024QZJE/B00024QZJE_6.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/B00020OCCA/B00020OCCA_6.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jackets/819876/8198936181_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B001GF/B001J9VWIK_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00A1J/B00AF1AXPQ_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Belts/B01ER1F87C/B01ER1F87C_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Belts/B00T3X/B00TIPFMTC_5.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0002DG8BK/B0002DG8BK_11.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Sleepwear/B0000ERMCN/B0000ERMCN_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B0158E/B016APN8UM_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B016XM/B016XMPIP0_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Wig/B01H3F/B01H3FGM42_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Wig/B00CV1/B00D8XL3YI_2.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Luggages/B00015GEF4/B00015GEF4_8.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Luggages/B0007ZDXW0/B0007ZDXW0_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B005JD/B005JD4KIQ_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B00R6L/B00R8R18FO_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/B000A09ZYC/B000A09ZYC_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Gloves/B0002CEPE8/B0002CEPE8_29.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00PF5/B00QTGQIJ6_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Perfume/B00AI0/B00AI0AB5Q_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B01CS0/B01CXBYRDO_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Spray/B019MZ/B019P38SME_0.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B0006U6ACG/B0006U6ACG_9.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Jeans/B0006U6A2Q/B0006U6A2Q_13.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B0003YE4Q4/B0003YE4Q4_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Hats/B000627J60/B000627J60_3.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B000B8Z2P4/B000B8Z2P4_1.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B000BK/B000BK76YW_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B0009J2A6O/B0009J2A6O_3.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Neckties/B000B7E8T6/B000B7E8T6_1.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Tiara/B00KSO/B00KYEFE8A_2.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Tiara/B01CY6/B01DBL8BMI_4.jpg,different
/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B0158E/B0158EE5QC_0.jpg,/c/Users/sorou/Desktop/SeniorDesign/Datasets/Nail/B00R6L/B00R8R1B7O_0.jpg,different
